Road No.,LRPName,length,condition,roadName,Traffic,Criticality_scores
R760,LRP045b,2.4,0,Khulna-Chuknagar-Satkhira Road,10088.0,0.0013355031353444583
R760,LRP044b,2.4,0,Khulna-Chuknagar-Satkhira Road,10088.0,0.0013355031353444583
R760,LRP044a,2.4,0,Khulna-Chuknagar-Satkhira Road,10088.0,0.0013355031353444583
R760,LRP041c,2.4,0,Khulna-Chuknagar-Satkhira Road,10088.0,0.0013355031353444583
N704,LRP071a,2.4,0,Jhenaidah-Kushtia-Paksey Ferry-Dasuria Road,10324.0,0.0013353093884434554
N604,LRP001a,2.4,1,Pabna Town Old Section (Bus Stand-Ghospara),12588.0,0.0013334507317321375
N1,LRP402b,2.4,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.0013332183996432228
N1,LRP403a,2.4,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.0013332183996432228
N1,LRP404a,2.4,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.0013332183996432228
N1,LRP386g,2.4,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.0013332183996432228
N1,LRP379a,2.4,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.0013332183996432228
N1,LRP395a,2.4,1,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.0013332183996432228
R745,LRP074a,2.39,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.0013330828007572294
R720,LRP012a,2.38,2,Magura-Narail Road,3095.0,0.0013300670844061022
N3,LRP099b,2.4,1,Dhaka (Banani)-Joydebpur-Mymensingh Road,18755.0,0.001328387862501264
R770,LRP023b,2.38,2,Noapara-Bagerhat-Pirojpur Road,5427.0,0.0013281685563339423
R745,LRP011b,2.36,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.0013163495438439587
N703,LRPSc,2.35,0,Jhenaidah Town Old Section,6060.0,0.0013109180937103668
R745,LRP080a,2.35,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.0013107717915395352
N6,LRP065a,2.35,0,Kashinathpur-Dasuria-Natore-Rajshahi Road,6899.0,0.0013102436567799948
N5,LRP456a,2.35,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001308624686603869
N5,LRP460a,2.35,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001308624686603869
N5,LRP455a,2.35,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001308624686603869
N5,LRP416a,2.35,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001308624686603869
N5,LRP441a,2.35,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001308624686603869
N5,LRP434a,2.35,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001308624686603869
N5,LRP449a,2.35,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001308624686603869
R570,LRP009a,2.35,0,Sayedpur-Nilphamari Road,9383.0,0.0013082468733055677
R603,LRP012a,2.34,1,Pabna-Paksey Nadi Bandar (EPZ) Road,4619.0,0.0013064931491496023
N703,LRP001b,2.33,0,Jhenaidah Town Old Section,6060.0,0.0012997613439766616
N5,LRP462a,2.33,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.0012974874552285172
N5,LRP421a,2.32,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.0012919188395408411
R549,LRP005b,2.3,0,Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road,2464.0,0.0012858553893422343
R549,LRP014a,2.3,2,Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road,2464.0,0.0012858553893422343
R860,LRP044b,2.3,0,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,3352.0,0.0012851567511526002
R160,LRP043c,2.3,0,Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road,3435.0,0.0012850914505110017
R360,LRP019b,2.3,0,Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road,4103.0,0.00128456589835934
R360,LRP047a,2.3,0,Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road,4103.0,0.00128456589835934
R360,LRP046a,2.3,0,Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road,4103.0,0.00128456589835934
N804,LRP024a,2.3,0,Bhanga-Faridpur (Goalchamot) Road,5957.0,0.0012831072551120633
R749,LRP028a,2.3,0,Darsana-Mujibnagar Road,6274.0,0.0012828578538664395
N6,LRP065b,2.3,0,Kashinathpur-Dasuria-Natore-Rajshahi Road,6899.0,0.0012823661321676543
N6,LRP064c,2.3,0,Kashinathpur-Dasuria-Natore-Rajshahi Road,6899.0,0.0012823661321676543
R545,LRP102a,2.3,2,Bogra-Naogaon-Mohadebpur-Patnitala-Dhamoirhat-Joypurhat Road,7097.0,0.0012822103547334793
R545,LRP001a,2.3,3,Bogra-Naogaon-Mohadebpur-Patnitala-Dhamoirhat-Joypurhat Road,7097.0,0.0012822103547334793
R450,LRP002c,2.3,0,Jamuna Bridge (Saidabad)-Sirajganj Road,8550.0,0.0012810672001281433
N7,LRP166b,2.3,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.0012804574652216497
N7,LRP116a,2.3,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.0012804574652216497
N7,LRP125a,2.3,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.0012804574652216497
N704,LRP032a,2.3,0,Jhenaidah-Kushtia-Paksey Ferry-Dasuria Road,10324.0,0.0012796714972583114
N1,LRP391c,2.3,1,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.0012776676329914218
N1,LRP396a,2.3,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.0012776676329914218
N711,LRP001b,2.3,0,Benapole Town Old Section,14170.0,0.0012766456386126665
N711,LRPSd,2.3,0,Benapole Town Old Section,14170.0,0.0012766456386126665
N711,LRP001a,2.3,0,Benapole Town Old Section,14170.0,0.0012766456386126665
N7,LRP148b,2.28,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.0012693230524805916
R547,LRP001a,2.27,0,Naogaon-Badalgachhi-Patnitala-Shapahar-Porsha-Rohonpur Road,3758.0,0.0012680785809709336
R747,LRP032a,2.27,0,Kushtia (Bottoli)-Poradah-Alamdanga-Chuadanga Road,4364.0,0.0012676080263947368
N706,LRP033a,2.27,0,Jessore (Daratana More)-Benapole Road,8271.0,0.0012645742694158573
R745,LRP048b,2.26,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.001260572020799723
R549,LRP005a,2.25,2,Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road,2464.0,0.0012579020113130553
R860,LRP044e,2.25,0,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,3352.0,0.0012572185609101524
N509,LRP001a,2.25,2,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0012555545746814633
N509,LRP077b,2.25,3,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0012555545746814633
N509,LRP081a,2.25,3,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0012555545746814633
R585,LRP011a,2.25,0,Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road,6201.0,0.001255025824200839
N6,LRP063b,2.25,0,Kashinathpur-Dasuria-Natore-Rajshahi Road,6899.0,0.001254488607555314
N7,LRP237a,2.25,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.001252621433369005
N7,LRP124a,2.25,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.001252621433369005
N7,LRP141a,2.25,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.001252621433369005
N7,LRP189d,2.25,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.001252621433369005
N204,LRP033a,2.24,0,Jagadishpur-Chunarughat-Shaistaganj (old part),2628.0,0.0012521856738753826
R720,LRP009a,2.24,0,Magura-Narail Road,3095.0,0.0012518278441469197
R745,LRP031a,2.24,2,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.001249416516190876
R747,LRP037a,2.23,0,Kushtia (Bottoli)-Poradah-Alamdanga-Chuadanga Road,4364.0,0.0012452713210838163
R587,LRP001b,2.25,0,Thakurgaon Town Old Section (Bus Stand-Railway Station),20991.0,0.0012436426806660041
R771,LRP013a,2.2,2,Rupsha-Fakirhat-Bagerhat Road,3127.0,0.0012294496939657213
R160,LRP088a,2.2,0,Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road,3435.0,0.0012292179091844366
R547,LRP018c,2.2,3,Naogaon-Badalgachhi-Patnitala-Shapahar-Porsha-Rohonpur Road,3758.0,0.001228974836183284
N106,LRP039b,2.2,3,Chittagong-Hathazari-Rangamati Road,6706.0,0.0012267563247052725
N5,LRP440a,2.2,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.0012250954512887287
N7,LRP219a,2.2,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.0012247854015163607
R570,LRP014a,2.2,2,Sayedpur-Nilphamari Road,9383.0,0.001224741753732872
N1,LRP409a,2.2,1,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.001222116866339621
N1,LRP410c,2.2,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.001222116866339621
N1,LRP411b,2.2,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.001222116866339621
N1,LRP386d,2.2,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.001222116866339621
N1,LRP389c,2.2,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.001222116866339621
N1,LRP381a,2.2,1,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.001222116866339621
N514,LRP007a,2.2,0,Bogra (Banani)-Matidali Road,17129.0,0.001218912516993158
R585,LRP030b,2.18,0,Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road,6201.0,0.001215980576336813
R585,LRP016b,2.17,0,Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road,6201.0,0.0012104026837848093
N604,LRP002b,2.16,0,Pabna Town Old Section (Bus Stand-Ghospara),12588.0,0.001200105658558924
N509,LRP003a,2.15,0,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0011997521491400648
R585,LRP013b,2.15,0,Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road,6201.0,0.0011992468986808018
R745,LRP097a,2.15,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.001199216745451064
N517,LRP002a,2.15,0,Rangpur Town Old Section (Modern More-Medical More),7929.0,0.0011979760503640527
N5,LRP259a,2.15,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.0011972523728503482
N5,LRP224b,2.15,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.0011972523728503482
R681,LRP006a,2.14,0,Ujanpara-Bijoynagar Road (Old Part),2555.0,0.0011963379654689509
R557,LRP001a,2.14,0,Madhypara-Badarganj Road,3426.0,0.0011957003726040928
N2,LRP123e,2.15,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.0011955571729833883
R603,LRP011a,2.14,1,Pabna-Paksey Nadi Bandar (EPZ) Road,4619.0,0.001194827068025705
R880,LRP047a,2.14,0,Patuakhali-Amtali-Barguna-Kacchira Road,4697.0,0.00119476997015721
R745,LRP081b,2.14,2,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.0011936389931466406
N3,LRP096a,2.15,1,Dhaka (Banani)-Joydebpur-Mymensingh Road,18755.0,0.0011900141268240492
N706,LRP011a,2.13,0,Jessore (Daratana More)-Benapole Road,8271.0,0.0011865829047822802
R748,LRP007a,2.11,0,Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road,4340.0,0.001178278527437543
R860,LRP002c,2.1,1,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,3352.0,0.001173403990182809
R548,LRP022a,2.1,0,Naogaon-Atrai-Natore Road,4031.0,0.001172916236464341
R890,LRP079a,2.1,0,Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road,4094.0,0.0011728709809646892
R755,LRP025a,2.1,2,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011723889739763357
R755,LRP009b,2.1,2,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011723889739763357
N401,LRP027a,2.1,0,Madhupur-Mymensingh Road,4795.0,0.0011723674237384062
N509,LRP032a,2.1,1,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0011718509363693656
R585,LRP013a,2.1,0,Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road,6201.0,0.0011713574359207832
N106,LRPSc,2.1,2,Chittagong-Hathazari-Rangamati Road,6706.0,0.0011709946735823055
N106,LRPSa,2.1,2,Chittagong-Hathazari-Rangamati Road,6706.0,0.0011709946735823055
N208,LRP010b,2.1,0,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,7665.0,0.00117030578430983
N517,LRP006b,2.1,0,Rangpur Town Old Section (Modern More-Medical More),7929.0,0.0011701161422160513
R370,LRP066a,2.1,0,Mymensingh (D.C Office)-Raghurampur-Netrokona-Mohonganj-Jamalganj-Sunamganj Road,8726.0,0.0011695436242283946
N5,LRP241a,2.1,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001169409294411968
N5,LRP291a,2.1,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001169409294411968
N5,LRP223a,2.1,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001169409294411968
N5,LRP222b,2.1,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.001169409294411968
N7,LRP161a,2.1,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.0011691133378110713
N2,LRP140c,2.1,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.0011677535177977282
N2,LRP140a,2.1,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.0011677535177977282
N2,LRP139b,2.1,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.0011677535177977282
N1,LRP409d,2.1,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.00116656609968782
N1,LRP318b,2.1,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.00116656609968782
R720,LRP017a,2.08,2,Magura-Narail Road,3095.0,0.0011624115695649969
R570,LRP012a,2.08,1,Sayedpur-Nilphamari Road,9383.0,0.001157937658074715
R720,LRP021a,2.07,0,Magura-Narail Road,3095.0,0.0011568230524036265
N509,LRP031a,2.07,0,Barabari-Lalmonirhat-Burimary Road,5514.0,0.001155110208706946
N506,LRP004c,2.07,1,Rangpur-Barobari-Kurigram Road,7064.0,0.0011540126858752575
R745,LRP089a,2.06,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.0011490169747112521
R745,LRP035a,2.06,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.0011490169747112521
N7,LRP139a,2.06,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.001146844512328956
N2,LRP166c,2.06,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.0011455105936492
N506,LRP013a,2.05,1,Rangpur-Barobari-Kurigram Road,7064.0,0.0011428628048523082
N604,LRP002a,2.05,0,Pabna Town Old Section (Bus Stand-Ghospara),12588.0,0.0011389891666878675
N604,LRPSb,2.05,0,Pabna Town Old Section (Bus Stand-Ghospara),12588.0,0.0011389891666878675
R755,LRP005b,2.04,2,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011388921461484404
R685,LRP002a,2.04,0,Rajshahi (Bindur More)-Nawhata-Chowmasia Road,10335.0,0.0011350053041874271
R745,LRP090a,2.03,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.0011322837177979814
N704,LRP020a,2.02,0,Jhenaidah-Kushtia-Paksey Ferry-Dasuria Road,10324.0,0.0011238854019399083
N809,LRP006a,2.0,0,Barishal-Laherhat-Veduria-Bhola-Illisha-Maju Chowdhuryhat-Lakshmipur Road,1754.0,0.001118620856688743
R161,LRP016a,2.0,1,Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road,2089.0,0.0011183916716187004
R506,LRP028c,2.0,3,Aricha (Barangail)-Ghior-Daulatpur-Tangail Road,2383.0,0.0011181905360646929
R549,LRP006a,2.0,3,Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road,2464.0,0.0011181351211671602
R549,LRP007a,2.0,3,Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road,2464.0,0.0011181351211671602
R549,LRP008a,2.0,2,Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road,2464.0,0.0011181351211671602
R203,LRP001c,2.0,0,Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road,3091.0,0.0011177061688121851
R203,LRP063c,2.0,2,Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road,3091.0,0.0011177061688121851
R203,LRP047a,2.0,0,Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road,3091.0,0.0011177061688121851
R203,LRP044a,2.0,1,Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road,3091.0,0.0011177061688121851
R203,LRP034a,2.0,0,Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road,3091.0,0.0011177061688121851
R720,LRP033a,2.0,0,Magura-Narail Road,3095.0,0.0011177034322740354
R720,LRP042a,2.0,0,Magura-Narail Road,3095.0,0.0011177034322740354
R172,LRP014f,2.0,0,Chokoria-Baderkhali Road,3298.0,0.0011175645529629351
R172,LRP011b,2.0,0,Chokoria-Baderkhali Road,3298.0,0.0011175645529629351
R160,LRP058a,2.0,1,Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road,3435.0,0.0011174708265313058
R547,LRP080b,2.0,0,Naogaon-Badalgachhi-Patnitala-Shapahar-Porsha-Rohonpur Road,3758.0,0.0011172498510757126
R547,LRP011a,2.0,2,Naogaon-Badalgachhi-Patnitala-Shapahar-Porsha-Rohonpur Road,3758.0,0.0011172498510757126
R870,LRP046b,2.0,0,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,3866.0,0.001117175964545669
R870,LRP049b,2.0,0,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,3866.0,0.001117175964545669
R870,LRP055a,2.0,0,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,3866.0,0.001117175964545669
R870,LRP026a,2.0,0,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,3866.0,0.001117175964545669
R870,LRP063a,2.0,0,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,3866.0,0.001117175964545669
R890,LRP090a,2.0,0,Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road,4094.0,0.0011170199818711325
R556,LRP023b,2.0,0,Mithapukur-Shahebganj-Maddahpara-Fulbaria Road,4274.0,0.0011168968376543934
R748,LRP038a,2.0,0,Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road,4340.0,0.0011168516847749224
R747,LRP008a,2.0,0,Kushtia (Bottoli)-Poradah-Alamdanga-Chuadanga Road,4364.0,0.0011168352655460236
R281,LRP011c,2.0,0,Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road,4375.0,0.0011168277400661118
R281,LRP070a,2.0,1,Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road,4375.0,0.0011168277400661118
R281,LRP062c,2.0,0,Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road,4375.0,0.0011168277400661118
R312,LRP008b,2.0,2,Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road,4511.0,0.00111673469776902
R312,LRP008c,2.0,2,Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road,4511.0,0.00111673469776902
R603,LRP005a,2.0,2,Pabna-Paksey Nadi Bandar (EPZ) Road,4619.0,0.0011166608112389764
R880,LRP042a,2.0,0,Patuakhali-Amtali-Barguna-Kacchira Road,4697.0,0.0011166074487450562
R880,LRP036a,2.0,0,Patuakhali-Amtali-Barguna-Kacchira Road,4697.0,0.0011166074487450562
R755,LRP011c,2.0,0,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011165609275965102
R755,LRP013a,2.0,0,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011165609275965102
R755,LRP007b,2.0,0,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011165609275965102
R755,LRP036a,2.0,0,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011165609275965102
R755,LRP034c,2.0,1,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011165609275965102
R755,LRP008a,2.0,0,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011165609275965102
R755,LRP031a,2.0,2,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011165609275965102
R755,LRP005a,2.0,0,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011165609275965102
R755,LRP007a,2.0,0,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011165609275965102
R755,LRP015a,2.0,0,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.0011165609275965102
N401,LRP020a,2.0,0,Madhupur-Mymensingh Road,4795.0,0.001116540403560387
N401,LRP019a,2.0,1,Madhupur-Mymensingh Road,4795.0,0.001116540403560387
R114,LRP030h,2.0,0,Nayapur-Araihazar-Narsingdi-Raipura Road,4896.0,0.0011164713059721055
R114,LRP041b,2.0,0,Nayapur-Araihazar-Narsingdi-Raipura Road,4896.0,0.0011164713059721055
N805,LRP020a,2.0,0,Bhanga-Bhatiapara-Mollahhat Road,4917.0,0.0011164569391468192
N805,LRP034c,2.0,0,Bhanga-Bhatiapara-Mollahhat Road,4917.0,0.0011164569391468192
N805,LRP059a,2.0,0,Bhanga-Bhatiapara-Mollahhat Road,4917.0,0.0011164569391468192
R820,LRP039a,2.0,3,Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road,5000.0,0.0011164001559802116
R220,LRP052a,2.0,0,Sarail-Nasirnagar-Lakhai-Habiganj Road,5017.0,0.0011163885256930753
N509,LRP042b,2.0,0,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0011160485108279673
N509,LRP091e,2.0,0,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0011160485108279673
N509,LRP007b,2.0,0,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0011160485108279673
N509,LRP025a,2.0,0,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0011160485108279673
N509,LRP041a,2.0,0,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0011160485108279673
N509,LRP092c,2.0,0,Barabari-Lalmonirhat-Burimary Road,5514.0,0.0011160485108279673
R550,LRP031a,2.0,3,Mokamtala-Kalai-Joypurhat Road,6162.0,0.001115605191647706
R302,LRPSa,2.0,0,Kaliganj Bazr Road,6201.0,0.0011155785104007459
R745,LRP092a,2.0,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.0011155504608847107
R745,LRP107a,2.0,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.0011155504608847107
R745,LRP017a,2.0,2,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.0011155504608847107
R749,LRP010d,2.0,0,Darsana-Mujibnagar Road,6274.0,0.0011155285685795126
N110,LRP004a,2.0,0,Link Road(at N1)-Cox`s Bazar (Laboni More) Road,6275.0,0.0011155278844449752
N110,LRP001a,2.0,0,Link Road(at N1)-Cox`s Bazar (Laboni More) Road,6275.0,0.0011155278844449752
N106,LRP034e,2.0,3,Chittagong-Hathazari-Rangamati Road,6706.0,0.0011152330224593386
N106,LRP034e,2.0,3,Chittagong-Hathazari-Rangamati Road,6706.0,0.0011152330224593386
N106,LRP055b,2.0,0,Chittagong-Hathazari-Rangamati Road,6706.0,0.0011152330224593386
N106,LRP054b,2.0,1,Chittagong-Hathazari-Rangamati Road,6706.0,0.0011152330224593386
